,split,dataset_type,length
3701,train,ailab17k,1657
3702,train,ailab17k,831
3703,train,ailab17k,1487
3704,train,ailab17k,1507
3705,train,ailab17k,648
3706,train,ailab17k,1383
3707,train,ailab17k,1085
3708,train,ailab17k,2187
3709,train,ailab17k,2088
3710,train,ailab17k,3986
3711,train,ailab17k,2016
3712,train,ailab17k,1833
3713,train,ailab17k,1328
3714,train,ailab17k,1266
3715,train,ailab17k,510
3716,train,ailab17k,1550
3717,train,ailab17k,709
3718,train,ailab17k,1379
3719,train,ailab17k,1028
3720,train,ailab17k,2049
3721,train,ailab17k,1300
3722,train,ailab17k,2175
3723,train,ailab17k,2013
3724,train,ailab17k,1534
3725,train,ailab17k,1603
3726,train,ailab17k,1722
3727,train,ailab17k,1169
3728,train,ailab17k,2305
3729,train,ailab17k,2562
3730,train,ailab17k,1474
3731,train,ailab17k,1991
3732,train,ailab17k,2017
3733,train,ailab17k,1111
3734,train,ailab17k,1342
3735,train,ailab17k,3939
3736,train,ailab17k,2354
3737,train,ailab17k,1975
3738,train,ailab17k,1107
3739,train,ailab17k,1244
3740,train,ailab17k,1338
3741,train,ailab17k,1483
3742,train,ailab17k,1462
3743,train,ailab17k,1852
3744,train,ailab17k,2167
3745,train,ailab17k,2061
3746,train,ailab17k,1415
3747,train,ailab17k,3130
3748,train,ailab17k,1391
3749,train,ailab17k,1563
3750,train,ailab17k,1557
3751,train,ailab17k,1803
3752,train,ailab17k,1239
3753,train,ailab17k,1681
3754,train,ailab17k,1467
3755,train,ailab17k,1545
3756,train,ailab17k,231
3757,train,ailab17k,2091
3758,train,ailab17k,2431
3759,train,ailab17k,1397
3760,train,ailab17k,1490
3761,train,ailab17k,2321
3762,train,ailab17k,1156
3763,train,ailab17k,4406
3764,train,ailab17k,1428
3765,train,ailab17k,2558
3766,train,ailab17k,1971
3767,train,ailab17k,2985
3768,train,ailab17k,384
3769,train,ailab17k,2161
3770,train,ailab17k,1507
3771,train,ailab17k,172
3772,train,ailab17k,2400
3773,train,ailab17k,1044
3774,train,ailab17k,1556
3775,train,ailab17k,2774
3776,train,ailab17k,2525
3777,train,ailab17k,1037
3778,train,ailab17k,1351
3779,train,ailab17k,852
3780,train,ailab17k,1327
3781,train,ailab17k,1123
3782,train,ailab17k,2157
3783,train,ailab17k,1765
3784,train,ailab17k,1582
3785,train,ailab17k,2281
3786,train,ailab17k,1451
3787,train,ailab17k,2563
3788,train,ailab17k,2289
3789,train,ailab17k,2137
3790,train,ailab17k,1282
3791,train,ailab17k,557
3792,train,ailab17k,1218
3793,train,ailab17k,1984
3794,train,ailab17k,1032
3795,train,ailab17k,1417
3796,train,ailab17k,2174
3797,train,ailab17k,2083
3798,train,ailab17k,1980
3799,train,ailab17k,1647
3800,train,ailab17k,1831
3801,train,ailab17k,2486
3802,train,ailab17k,1493
3803,train,ailab17k,1477
3804,train,ailab17k,1305
3805,train,ailab17k,1513
3806,train,ailab17k,1806
3807,train,ailab17k,1809
3808,train,ailab17k,972
3809,train,ailab17k,1892
3810,train,ailab17k,1958
3811,train,ailab17k,1024
3812,train,ailab17k,1553
3813,train,ailab17k,1883
3814,train,ailab17k,1544
3815,train,ailab17k,1970
3816,train,ailab17k,2258
3817,train,ailab17k,2102
3818,train,ailab17k,2895
3819,train,ailab17k,136
3820,train,ailab17k,1968
3821,train,ailab17k,2292
3822,train,ailab17k,2087
3823,train,ailab17k,939
3824,train,ailab17k,1628
3825,train,ailab17k,2853
3826,train,ailab17k,1906
3827,train,ailab17k,1846
3828,train,ailab17k,1994
3829,train,ailab17k,1853
3830,train,ailab17k,2019
3831,train,ailab17k,1260
3832,train,ailab17k,2347
3833,train,ailab17k,1343
3834,train,ailab17k,2044
3835,train,ailab17k,2640
3836,train,ailab17k,1527
3837,train,ailab17k,1293
3838,train,ailab17k,1960
3839,train,ailab17k,1513
3840,train,ailab17k,1476
3841,train,ailab17k,1701
3842,train,ailab17k,1143
3843,train,ailab17k,1366
3844,train,ailab17k,1180
3845,train,ailab17k,1425
3846,train,ailab17k,2108
3847,train,ailab17k,3055
3848,train,ailab17k,2012
3849,train,ailab17k,846
3850,train,ailab17k,260
3851,train,ailab17k,1952
3852,train,ailab17k,1678
3853,train,ailab17k,1396
3854,train,ailab17k,1864
3855,train,ailab17k,2075
3856,train,ailab17k,1313
3857,train,ailab17k,1894
3858,train,ailab17k,1356
3859,train,ailab17k,1710
3860,train,ailab17k,1131
3861,train,ailab17k,1721
3862,train,ailab17k,1264
3863,train,ailab17k,1658
3864,train,ailab17k,1393
3865,train,ailab17k,1874
3866,train,ailab17k,137
3867,train,ailab17k,1402
3868,train,ailab17k,780
3869,train,ailab17k,1608
3870,train,ailab17k,1589
3871,train,ailab17k,1427
3872,train,ailab17k,2075
3873,train,ailab17k,1686
3874,train,ailab17k,2023
3875,train,ailab17k,2170
3876,train,ailab17k,1630
3877,train,ailab17k,401
3878,train,ailab17k,2900
3879,train,ailab17k,1476
3880,train,ailab17k,1915
3881,train,ailab17k,3297
3882,train,ailab17k,2026
3883,train,ailab17k,1448
3884,train,ailab17k,1663
3885,train,ailab17k,2573
3886,train,ailab17k,1145
3887,train,ailab17k,1475
3888,train,ailab17k,1325
3889,train,ailab17k,1419
3890,train,ailab17k,1726
3891,train,ailab17k,343
3892,train,ailab17k,2935
3893,train,ailab17k,1514
3894,train,ailab17k,1712
3895,train,ailab17k,2419
3896,train,ailab17k,1209
3897,train,ailab17k,954
3898,train,ailab17k,2699
3899,train,ailab17k,1334
3900,train,ailab17k,769
3901,train,ailab17k,2598
3902,train,ailab17k,1185
3903,train,ailab17k,2057
3904,train,ailab17k,2641
3905,train,ailab17k,787
3906,train,ailab17k,2958
3907,train,ailab17k,308
3908,train,ailab17k,2894
3909,train,ailab17k,2458
3910,train,ailab17k,672
3911,train,ailab17k,170
3912,train,ailab17k,1115
3913,train,ailab17k,149
3914,train,ailab17k,2594
3915,train,ailab17k,302
3916,train,ailab17k,1521
3917,train,ailab17k,2015
3918,train,ailab17k,2319
3919,train,ailab17k,459
3920,train,ailab17k,3243
3921,train,ailab17k,2137
3922,train,ailab17k,1217
3923,train,ailab17k,1541
3924,train,ailab17k,733
3925,train,ailab17k,2351
3926,train,ailab17k,1409
3927,train,ailab17k,1378
3928,train,ailab17k,1770
3929,train,ailab17k,285
3930,train,ailab17k,1284
3931,train,ailab17k,1640
3932,train,ailab17k,2066
3933,train,ailab17k,2063
3934,train,ailab17k,1220
3935,train,ailab17k,1852
3936,train,ailab17k,945
3937,train,ailab17k,2145
3938,train,ailab17k,2082
3939,train,ailab17k,715
3940,train,ailab17k,1669
3941,train,ailab17k,1313
3942,train,ailab17k,2584
3943,train,ailab17k,2911
3944,train,ailab17k,2331
3945,train,ailab17k,1744
3946,train,ailab17k,1553
3947,train,ailab17k,2096
3948,train,ailab17k,298
3949,train,ailab17k,1801
3950,train,ailab17k,184
3951,train,ailab17k,1389
3952,train,ailab17k,1324
3953,train,ailab17k,2338
3954,train,ailab17k,1336
3955,train,ailab17k,1282
3956,train,ailab17k,2862
3957,train,ailab17k,1874
3958,train,ailab17k,2451
3959,train,ailab17k,2071
3960,train,ailab17k,599
3961,train,ailab17k,1349
3962,train,ailab17k,1376
3963,train,ailab17k,1496
3964,train,ailab17k,595
3965,train,ailab17k,1351
3966,train,ailab17k,1688
3967,train,ailab17k,1654
3968,train,ailab17k,1260
3969,train,ailab17k,1134
3970,train,ailab17k,1028
3971,train,ailab17k,395
3972,train,ailab17k,1464
3973,train,ailab17k,2116
3974,train,ailab17k,1979
3975,train,ailab17k,1010
3976,train,ailab17k,1755
3977,train,ailab17k,410
3978,train,ailab17k,1778
3979,train,ailab17k,1239
3980,train,ailab17k,1954
3981,train,ailab17k,1032
3982,train,ailab17k,1529
3983,train,ailab17k,1996
3984,train,ailab17k,1246
3985,train,ailab17k,1289
3986,train,ailab17k,869
3987,train,ailab17k,1729
3988,train,ailab17k,1768
3989,train,ailab17k,183
3990,train,ailab17k,1919
3991,train,ailab17k,1657
3992,train,ailab17k,1072
3993,train,ailab17k,631
3994,train,ailab17k,2150
3995,train,ailab17k,1279
3996,train,ailab17k,1280
3997,train,ailab17k,1091
3998,train,ailab17k,1703
3999,train,ailab17k,1730
4000,train,ailab17k,1456
4001,train,ailab17k,4083
4002,train,ailab17k,980
4003,train,ailab17k,706
4004,train,ailab17k,1997
4005,train,ailab17k,2277
4006,train,ailab17k,1181
4007,train,ailab17k,2043
4008,train,ailab17k,1789
4009,train,ailab17k,1615
4010,train,ailab17k,1763
4011,train,ailab17k,3300
4012,train,ailab17k,1161
4013,train,ailab17k,2714
4014,train,ailab17k,2743
4015,train,ailab17k,1224
4016,train,ailab17k,1904
4017,train,ailab17k,3783
4018,train,ailab17k,1353
4019,train,ailab17k,2325
4020,train,ailab17k,576
4021,train,ailab17k,2618
4022,train,ailab17k,2003
4023,train,ailab17k,2447
4024,train,ailab17k,1998
4025,train,ailab17k,929
4026,train,ailab17k,2185
4027,train,ailab17k,1627
4028,train,ailab17k,748
4029,train,ailab17k,1103
4030,train,ailab17k,509
4031,train,ailab17k,1084
4032,train,ailab17k,1326
4033,train,ailab17k,1151
4034,train,ailab17k,2106
4035,train,ailab17k,1711
4036,train,ailab17k,4235
4037,train,ailab17k,1686
4038,train,ailab17k,2277
4039,train,ailab17k,2058
4040,train,ailab17k,1365
4041,train,ailab17k,1930
4042,train,ailab17k,1490
4043,train,ailab17k,1212
4044,train,ailab17k,1167
4045,train,ailab17k,1092
4046,train,ailab17k,1798
4047,train,ailab17k,1181
4048,train,ailab17k,2091
4049,train,ailab17k,725
4050,train,ailab17k,1769
4051,train,ailab17k,4202
4052,train,ailab17k,1852
4053,train,ailab17k,1692
4054,train,ailab17k,1728
4055,train,ailab17k,1986
4056,train,ailab17k,2691
4057,train,ailab17k,1157
4058,train,ailab17k,1504
4059,train,ailab17k,1364
4060,train,ailab17k,1162
4061,train,ailab17k,1283
4062,train,ailab17k,1258
4063,train,ailab17k,1161
4064,train,ailab17k,4045
4065,train,ailab17k,995
4066,train,ailab17k,2458
4067,train,ailab17k,1895
4068,train,ailab17k,2114
4069,train,ailab17k,3216
4070,train,ailab17k,1890
4071,train,ailab17k,1125
4072,train,ailab17k,3536
4073,train,ailab17k,2240
4074,train,ailab17k,619
4075,train,ailab17k,2095
4076,train,ailab17k,2511
4077,train,ailab17k,2096
4078,train,ailab17k,456
4079,train,ailab17k,1053
4080,train,ailab17k,1659
4081,train,ailab17k,686
4082,train,ailab17k,2861
4083,train,ailab17k,3194
4084,train,ailab17k,793
4085,train,ailab17k,1435
4086,train,ailab17k,1601
4087,train,ailab17k,1869
4088,train,ailab17k,2717
4089,train,ailab17k,2650
4090,train,ailab17k,1607
4091,train,ailab17k,293
4092,train,ailab17k,1699
4093,train,ailab17k,1588
4094,train,ailab17k,2302
4095,train,ailab17k,758
4096,train,ailab17k,1973
4097,train,ailab17k,1592
4098,train,ailab17k,629
4099,train,ailab17k,1424
4100,train,ailab17k,2010
4101,train,ailab17k,2008
4102,train,ailab17k,179
4103,train,ailab17k,2146
4104,train,ailab17k,3562
4105,train,ailab17k,1745
4106,train,ailab17k,2652
4107,train,ailab17k,1864
4108,train,ailab17k,519
4109,train,ailab17k,2581
4110,train,ailab17k,2600
4111,train,ailab17k,1688
4112,train,ailab17k,1570
4113,train,ailab17k,841
4114,train,ailab17k,1745
4115,train,ailab17k,1316
4116,train,ailab17k,2854
4117,train,ailab17k,2218
4118,train,ailab17k,1680
4119,train,ailab17k,2247
4120,train,ailab17k,2055
4121,train,ailab17k,1709
4122,train,ailab17k,1454
4123,train,ailab17k,1234
4124,train,ailab17k,2387
4125,train,ailab17k,1341
4126,train,ailab17k,1267
4127,train,ailab17k,1028
4128,train,ailab17k,2296
4129,train,ailab17k,1395
4130,train,ailab17k,3102
4131,train,ailab17k,2200
4132,train,ailab17k,1933
4133,train,ailab17k,1990
4134,train,ailab17k,1163
4135,train,ailab17k,1806
4136,train,ailab17k,1430
4137,train,ailab17k,542
4138,train,ailab17k,1042
4139,train,ailab17k,2058
4140,train,ailab17k,977
4141,train,ailab17k,494
4142,train,ailab17k,1079
4143,train,ailab17k,927
4144,train,ailab17k,1035
4145,train,ailab17k,1328
4146,train,ailab17k,1382
4147,train,ailab17k,1789
4148,train,ailab17k,1991
4149,train,ailab17k,1484
4150,train,ailab17k,3423
4151,train,ailab17k,2757
4152,train,ailab17k,1639
4153,train,ailab17k,1772
4154,train,ailab17k,979
4155,train,ailab17k,1941
4156,train,ailab17k,1396
4157,train,ailab17k,477
4158,train,ailab17k,2846
4159,train,ailab17k,2031
4160,train,ailab17k,1023
4161,train,ailab17k,1452
4162,train,ailab17k,1426
4163,train,ailab17k,680
4164,train,ailab17k,2084
4165,train,ailab17k,1434
4166,train,ailab17k,2158
4167,train,ailab17k,1172
4168,train,ailab17k,1394
4169,train,ailab17k,1424
4170,train,ailab17k,2918
4171,train,ailab17k,1068
4172,train,ailab17k,2714
4173,train,ailab17k,2594
4174,train,ailab17k,2386
4175,train,ailab17k,1069
4176,train,ailab17k,1303
4177,train,ailab17k,1219
4178,train,ailab17k,1823
4179,train,ailab17k,1990
4180,train,ailab17k,2596
4181,train,ailab17k,1466
4182,train,ailab17k,1222
4183,train,ailab17k,2317
4184,train,ailab17k,2554
4185,train,ailab17k,1691
4186,train,ailab17k,878
4187,train,ailab17k,1564
4188,train,ailab17k,1350
4189,train,ailab17k,1398
4190,train,ailab17k,2365
4191,train,ailab17k,2155
4192,train,ailab17k,1388
4193,train,ailab17k,1784
4194,train,ailab17k,1236
4195,train,ailab17k,1949
4196,train,ailab17k,1121
4197,train,ailab17k,2247
4198,train,ailab17k,1812
4199,train,ailab17k,2196
4200,train,ailab17k,1167
4201,train,ailab17k,2417
4202,train,ailab17k,1208
4203,train,ailab17k,1731
4204,train,ailab17k,1957
4205,train,ailab17k,1160
4206,train,ailab17k,1483
4207,train,ailab17k,1060
4208,train,ailab17k,1405
4209,train,ailab17k,1887
4210,train,ailab17k,760
4211,train,ailab17k,1844
4212,train,ailab17k,2262
4213,train,ailab17k,1425
4214,train,ailab17k,2023
4215,train,ailab17k,2578
4216,train,ailab17k,2207
4217,train,ailab17k,3084
4218,train,ailab17k,1085
4219,train,ailab17k,1623
4220,train,ailab17k,990
4221,train,ailab17k,1127
4222,train,ailab17k,822
4223,train,ailab17k,134
4224,train,ailab17k,437
4225,train,ailab17k,1200
4226,train,ailab17k,561
4227,train,ailab17k,1768
4228,train,ailab17k,167
4229,train,ailab17k,2069
4230,train,ailab17k,2093
4231,train,ailab17k,814
4232,train,ailab17k,3391
4233,train,ailab17k,2905
4234,train,ailab17k,1500
4235,train,ailab17k,1785
4236,train,ailab17k,1611
4237,train,ailab17k,1378
4238,train,ailab17k,1585
4239,train,ailab17k,1567
4240,train,ailab17k,1349
4241,train,ailab17k,1732
4242,train,ailab17k,967
4243,train,ailab17k,2861
4244,train,ailab17k,1179
4245,train,ailab17k,1154
4246,train,ailab17k,1107
4247,train,ailab17k,1957
4248,train,ailab17k,1866
4249,train,ailab17k,1746
4250,train,ailab17k,636
4251,train,ailab17k,1500
4252,train,ailab17k,1610
4253,train,ailab17k,1563
4254,train,ailab17k,876
4255,train,ailab17k,1923
4256,train,ailab17k,1763
4257,train,ailab17k,1518
4258,train,ailab17k,1359
4259,train,ailab17k,670
4260,train,ailab17k,2306
4261,train,ailab17k,1825
4262,train,ailab17k,1618
4263,train,ailab17k,1689
4264,train,ailab17k,2084
4265,train,ailab17k,168
4266,train,ailab17k,2419
4267,train,ailab17k,153
4268,train,ailab17k,2434
4269,train,ailab17k,1462
4270,train,ailab17k,3786
4271,train,ailab17k,1656
4272,train,ailab17k,167
4273,train,ailab17k,595
4274,train,ailab17k,2822
4275,train,ailab17k,1738
4276,train,ailab17k,3261
4277,train,ailab17k,1413
4278,train,ailab17k,238
4279,train,ailab17k,2743
4280,train,ailab17k,1069
4281,train,ailab17k,205
4282,train,ailab17k,1140
4283,train,ailab17k,1674
4284,train,ailab17k,1870
4285,train,ailab17k,1834
4286,train,ailab17k,1853
4287,train,ailab17k,1063
4288,train,ailab17k,1292
4289,train,ailab17k,1262
4290,train,ailab17k,993
4291,train,ailab17k,1046
4292,train,ailab17k,1921
4293,train,ailab17k,1397
4294,train,ailab17k,2455
4295,train,ailab17k,1285
4296,train,ailab17k,2051
4297,train,ailab17k,1395
4298,train,ailab17k,1031
4299,train,ailab17k,1156
4300,train,ailab17k,1645
4301,train,ailab17k,144
4302,train,ailab17k,1896
4303,train,ailab17k,1998
4304,train,ailab17k,1479
4305,train,ailab17k,1942
4306,train,ailab17k,1809
4307,train,ailab17k,1076
4308,train,ailab17k,1323
4309,train,ailab17k,2946
4310,train,ailab17k,1785
4311,train,ailab17k,1566
4312,train,ailab17k,798
4313,train,ailab17k,1422
4314,train,ailab17k,1192
4315,train,ailab17k,4210
4316,train,ailab17k,1435
4317,train,ailab17k,2841
4318,train,ailab17k,614
4319,train,ailab17k,918
4320,train,ailab17k,1967
4321,train,ailab17k,1580
4322,train,ailab17k,2234
4323,train,ailab17k,1697
4324,train,ailab17k,1639
4325,train,ailab17k,2117
4326,train,ailab17k,1188
4327,train,ailab17k,748
4328,train,ailab17k,1810
4329,train,ailab17k,2098
4330,train,ailab17k,2024
4331,train,ailab17k,1194
4332,train,ailab17k,755
4333,train,ailab17k,1833
4334,train,ailab17k,2213
4335,train,ailab17k,1564
4336,train,ailab17k,1636
4337,train,ailab17k,1250
4338,train,ailab17k,2666
4339,train,ailab17k,1685
4340,train,ailab17k,1681
4341,train,ailab17k,1020
4342,train,ailab17k,609
4343,train,ailab17k,1780
4344,train,ailab17k,1631
4345,train,ailab17k,1924
4346,train,ailab17k,1959
4347,train,ailab17k,4534
4348,train,ailab17k,1828
4349,train,ailab17k,2534
4350,train,ailab17k,3442
4351,train,ailab17k,2067
4352,train,ailab17k,975
4353,train,ailab17k,1783
4354,train,ailab17k,1550
4355,train,ailab17k,2052
4356,train,ailab17k,2965
4357,train,ailab17k,2119
4358,train,ailab17k,1891
4359,train,ailab17k,1674
4360,train,ailab17k,1429
4361,train,ailab17k,1004
4362,train,ailab17k,1808
4363,train,ailab17k,1378
4364,train,ailab17k,3042
4365,train,ailab17k,1151
4366,train,ailab17k,1385
4367,train,ailab17k,1537
4368,train,ailab17k,2090
4369,train,ailab17k,2173
4370,train,ailab17k,445
4371,train,ailab17k,3904
4372,train,ailab17k,2258
4373,train,ailab17k,1190
4374,train,ailab17k,1118
4375,train,ailab17k,1017
4376,train,ailab17k,1487
4377,train,ailab17k,1778
4378,train,ailab17k,1445
4379,train,ailab17k,1402
4380,train,ailab17k,1796
4381,train,ailab17k,1279
4382,train,ailab17k,1964
4383,train,ailab17k,1924
4384,train,ailab17k,2086
4385,train,ailab17k,3167
4386,train,ailab17k,1458
4387,train,ailab17k,1257
4388,train,ailab17k,1928
4389,train,ailab17k,1835
4390,train,ailab17k,1873
4391,train,ailab17k,1190
4392,train,ailab17k,2179
4393,train,ailab17k,1817
4394,train,ailab17k,2226
4395,train,ailab17k,1685
4396,train,ailab17k,1469
4397,train,ailab17k,947
4398,train,ailab17k,3560
4399,train,ailab17k,2559
4400,train,ailab17k,3223
4401,train,ailab17k,2127
4402,train,ailab17k,3086
4403,train,ailab17k,1531
4404,train,ailab17k,985
4405,train,ailab17k,1618
4406,train,ailab17k,2515
4407,train,ailab17k,1714
4408,train,ailab17k,1768
4409,train,ailab17k,2216
4410,train,ailab17k,1421
4411,train,ailab17k,2822
4412,train,ailab17k,1540
4413,train,ailab17k,1936
4414,train,ailab17k,646
4415,train,ailab17k,1461
4416,train,ailab17k,376
4417,train,ailab17k,1020
4418,train,ailab17k,1463
4419,train,ailab17k,1763
4420,train,ailab17k,1234
4421,train,ailab17k,421
4422,train,ailab17k,1114
4423,train,ailab17k,1574
4424,train,ailab17k,1978
4425,train,ailab17k,1713
4426,train,ailab17k,1149
4427,train,ailab17k,1865
4428,train,ailab17k,1381
4429,train,ailab17k,362
4430,train,ailab17k,2157
4431,train,ailab17k,1478
4432,train,ailab17k,1885
4433,train,ailab17k,661
4434,train,ailab17k,2119
4435,train,ailab17k,2389
4436,train,ailab17k,2265
4437,train,ailab17k,3486
4438,train,ailab17k,236
4439,train,ailab17k,1461
4440,train,ailab17k,554
4441,train,ailab17k,1717
4442,train,ailab17k,2426
4443,train,ailab17k,1749
4444,train,ailab17k,1354
4445,train,ailab17k,1399
4446,train,ailab17k,1543
4447,train,ailab17k,3425
4448,train,ailab17k,2070
4449,train,ailab17k,1947
4450,train,ailab17k,670
4451,train,ailab17k,2506
4452,train,ailab17k,1958
4453,train,ailab17k,1431
4454,train,ailab17k,1794
4455,train,ailab17k,1036
4456,train,ailab17k,1520
4457,train,ailab17k,1175
4458,train,ailab17k,1580
4459,train,ailab17k,1834
4460,train,ailab17k,1402
4461,train,ailab17k,720
4462,train,ailab17k,2095
4463,train,ailab17k,1795
4464,train,ailab17k,2885
4465,train,ailab17k,3186
4466,train,ailab17k,1524
4467,train,ailab17k,1553
4468,train,ailab17k,1887
4469,train,ailab17k,1782
4470,train,ailab17k,1238
4471,train,ailab17k,1177
4472,train,ailab17k,1925
4473,train,ailab17k,569
4474,train,ailab17k,1432
4475,train,ailab17k,2177
4476,train,ailab17k,2055
4477,train,ailab17k,1908
4478,train,ailab17k,1366
4479,train,ailab17k,2099
4480,train,ailab17k,1042
4481,train,ailab17k,1932
4482,train,ailab17k,3469
4483,train,ailab17k,1032
4484,train,ailab17k,1475
4485,train,ailab17k,2420
4486,train,ailab17k,126
4487,train,ailab17k,331
4488,train,ailab17k,2058
4489,train,ailab17k,1923
4490,train,ailab17k,807
4491,train,ailab17k,1313
4492,train,ailab17k,887
4493,train,ailab17k,2107
4494,train,ailab17k,1768
4495,train,ailab17k,1428
4496,train,ailab17k,1981
4497,train,ailab17k,1677
4498,train,ailab17k,484
4499,train,ailab17k,1931
4500,train,ailab17k,2310
4501,train,ailab17k,1380
4502,train,ailab17k,1376
4503,train,ailab17k,1954
4504,train,ailab17k,819
4505,train,ailab17k,1143
4506,train,ailab17k,2211
4507,train,ailab17k,643
4508,train,ailab17k,303
4509,train,ailab17k,1904
4510,train,ailab17k,2420
4511,train,ailab17k,1504
4512,train,ailab17k,662
4513,train,ailab17k,2060
4514,train,ailab17k,2790
4515,train,ailab17k,1720
4516,train,ailab17k,1967
4517,train,ailab17k,4745
4518,train,ailab17k,1515
4519,train,ailab17k,598
4520,train,ailab17k,1739
4521,train,ailab17k,1846
4522,train,ailab17k,1408
4523,train,ailab17k,2204
4524,train,ailab17k,1178
4525,train,ailab17k,1457
4526,train,ailab17k,1391
4527,train,ailab17k,1318
4528,train,ailab17k,836
4529,train,ailab17k,795
4530,train,ailab17k,1481
4531,train,ailab17k,2003
4532,train,ailab17k,1922
4533,train,ailab17k,1539
4534,train,ailab17k,1197
4535,train,ailab17k,1528
4536,train,ailab17k,2270
4537,train,ailab17k,2045
4538,train,ailab17k,2723
4539,train,ailab17k,2392
4540,train,ailab17k,1997
4541,train,ailab17k,3767
4542,train,ailab17k,648
4543,train,ailab17k,1690
4544,train,ailab17k,1394
4545,train,ailab17k,1609
4546,train,ailab17k,1876
4547,train,ailab17k,220
4548,train,ailab17k,2615
4549,train,ailab17k,2177
4550,train,ailab17k,2132
4551,train,ailab17k,1462
4552,train,ailab17k,1983
4553,train,ailab17k,2014
4554,train,ailab17k,1461
4555,train,ailab17k,1509
4556,train,ailab17k,1500
4557,train,ailab17k,1527
4558,train,ailab17k,1497
4559,train,ailab17k,1228
4560,train,ailab17k,1989
4561,train,ailab17k,636
4562,train,ailab17k,1327
4563,train,ailab17k,1992
4564,train,ailab17k,1617
4565,train,ailab17k,1590
4566,train,ailab17k,1208
4567,train,ailab17k,1490
4568,train,ailab17k,1912
4569,train,ailab17k,1463
4570,train,ailab17k,2542
4571,train,ailab17k,2217
4572,train,ailab17k,1175
4573,train,ailab17k,175
4574,train,ailab17k,975
4575,train,ailab17k,1715
4576,train,ailab17k,1647
4577,train,ailab17k,1933
4578,train,ailab17k,2153
4579,train,ailab17k,1989
4580,train,ailab17k,895
4581,train,ailab17k,1236
4582,train,ailab17k,1834
4583,train,ailab17k,742
4584,train,ailab17k,1217
4585,train,ailab17k,1563
4586,train,ailab17k,1605
4587,train,ailab17k,1780
4588,train,ailab17k,2431
4589,train,ailab17k,514
4590,train,ailab17k,1921
4591,train,ailab17k,1353
4592,train,ailab17k,1801
4593,train,ailab17k,1622
4594,train,ailab17k,1436
4595,train,ailab17k,1851
4596,train,ailab17k,2118
4597,train,ailab17k,1701
4598,train,ailab17k,2156
4599,train,ailab17k,1269
4600,train,ailab17k,1459
4601,train,ailab17k,1290
4602,train,ailab17k,2376
4603,train,ailab17k,1368
4604,train,ailab17k,1858
4605,train,ailab17k,1979
4606,train,ailab17k,815
4607,train,ailab17k,2098
4608,train,ailab17k,1672
4609,train,ailab17k,1354
4610,train,ailab17k,1460
4611,train,ailab17k,583
4612,train,ailab17k,1514
4613,train,ailab17k,3028
4614,train,ailab17k,970
4615,train,ailab17k,2152
4616,train,ailab17k,1081
4617,train,ailab17k,241
4618,train,ailab17k,699
4619,train,ailab17k,1798
4620,train,ailab17k,1951
4621,train,ailab17k,1531
4622,train,ailab17k,1599
4623,train,ailab17k,1380
4624,train,ailab17k,2118
4625,train,ailab17k,2854
4626,train,ailab17k,3147
4627,train,ailab17k,1459
4628,train,ailab17k,790
4629,train,ailab17k,1641
4630,train,ailab17k,125
4631,train,ailab17k,1658
4632,train,ailab17k,2340
4633,train,ailab17k,1486
4634,train,ailab17k,4406
4635,train,ailab17k,2163
4636,train,ailab17k,1649
4637,train,ailab17k,2159
4638,train,ailab17k,1876
4639,train,ailab17k,3316
4640,train,ailab17k,1655
4641,train,ailab17k,1540
4642,train,ailab17k,2431
4643,train,ailab17k,2202
4644,train,ailab17k,1512
4645,train,ailab17k,248
4646,train,ailab17k,538
4647,train,ailab17k,1936
4648,train,ailab17k,2941
4649,train,ailab17k,1171
4650,train,ailab17k,2248
4651,train,ailab17k,1065
4652,train,ailab17k,2188
4653,train,ailab17k,800
4654,train,ailab17k,741
4655,train,ailab17k,289
4656,train,ailab17k,2402
4657,train,ailab17k,2264
4658,train,ailab17k,1193
4659,train,ailab17k,3577
4660,train,ailab17k,498
4661,train,ailab17k,4055
4662,train,ailab17k,2552
4663,train,ailab17k,1685
4664,train,ailab17k,1235
4665,train,ailab17k,4022
4666,train,ailab17k,556
4667,train,ailab17k,1609
4668,train,ailab17k,2167
4669,train,ailab17k,2562
4670,train,ailab17k,2013
4671,train,ailab17k,2284
4672,train,ailab17k,1527
4673,train,ailab17k,1995
4674,train,ailab17k,1622
4675,train,ailab17k,999
4676,train,ailab17k,3153
4677,train,ailab17k,1987
4678,train,ailab17k,1520
4679,train,ailab17k,1359
4680,train,ailab17k,1822
4681,train,ailab17k,1308
4682,train,ailab17k,3388
4683,train,ailab17k,1738
4684,train,ailab17k,1223
4685,train,ailab17k,2669
4686,train,ailab17k,1153
4687,train,ailab17k,768
4688,train,ailab17k,1410
4689,train,ailab17k,1789
4690,train,ailab17k,1175
4691,train,ailab17k,1640
4692,train,ailab17k,1126
4693,train,ailab17k,2177
4694,train,ailab17k,1320
4695,train,ailab17k,1495
4696,train,ailab17k,1085
4697,train,ailab17k,1371
4698,train,ailab17k,2604
4699,train,ailab17k,1741
4700,train,ailab17k,1980
4701,train,ailab17k,1663
4702,train,ailab17k,3537
4703,train,ailab17k,374
4704,train,ailab17k,4132
4705,train,ailab17k,1773
4706,train,ailab17k,879
4707,train,ailab17k,239
4708,train,ailab17k,1148
4709,train,ailab17k,1722
