,split,dataset_type,length
14640,train,LSTM_GAN,1155
14641,train,LSTM_GAN,2436
14642,train,LSTM_GAN,1697
14643,train,LSTM_GAN,2698
14644,train,LSTM_GAN,1380
14645,train,LSTM_GAN,1971
14646,train,LSTM_GAN,328
14647,train,LSTM_GAN,654
14648,train,LSTM_GAN,1667
14649,train,LSTM_GAN,287
14650,train,LSTM_GAN,946
14651,train,LSTM_GAN,1364
14652,train,LSTM_GAN,1020
14653,train,LSTM_GAN,424
14654,train,LSTM_GAN,333
14655,train,LSTM_GAN,1162
14656,train,LSTM_GAN,1379
14657,train,LSTM_GAN,2799
14658,train,LSTM_GAN,848
14659,train,LSTM_GAN,2452
14660,train,LSTM_GAN,1480
14661,train,LSTM_GAN,1638
14662,train,LSTM_GAN,1042
14663,train,LSTM_GAN,2578
14664,train,LSTM_GAN,1928
14665,train,LSTM_GAN,2606
14666,train,LSTM_GAN,1305
14667,train,LSTM_GAN,1349
14668,train,LSTM_GAN,1583
14669,train,LSTM_GAN,597
14670,train,LSTM_GAN,1434
14671,train,LSTM_GAN,1245
14672,train,LSTM_GAN,2252
14673,train,LSTM_GAN,1978
14674,train,LSTM_GAN,2150
14675,train,LSTM_GAN,1594
14676,train,LSTM_GAN,1253
14677,train,LSTM_GAN,2407
14678,train,LSTM_GAN,2102
14679,train,LSTM_GAN,621
14680,train,LSTM_GAN,440
14681,train,LSTM_GAN,1710
14682,train,LSTM_GAN,1679
14683,train,LSTM_GAN,371
14684,train,LSTM_GAN,666
14685,train,LSTM_GAN,1947
14686,train,LSTM_GAN,745
14687,train,LSTM_GAN,412
14688,train,LSTM_GAN,896
14689,train,LSTM_GAN,913
14690,train,LSTM_GAN,3794
14691,train,LSTM_GAN,1256
14692,train,LSTM_GAN,3269
14693,train,LSTM_GAN,1154
14694,train,LSTM_GAN,1623
14695,train,LSTM_GAN,2105
14696,train,LSTM_GAN,886
14697,train,LSTM_GAN,1644
14698,train,LSTM_GAN,1559
14699,train,LSTM_GAN,1374
14700,train,LSTM_GAN,1378
14701,train,LSTM_GAN,654
14702,train,LSTM_GAN,3217
14703,train,LSTM_GAN,2101
14704,train,LSTM_GAN,1684
14705,train,LSTM_GAN,639
14706,train,LSTM_GAN,276
14707,train,LSTM_GAN,1830
14708,train,LSTM_GAN,2286
14709,train,LSTM_GAN,1575
14710,train,LSTM_GAN,1387
14711,train,LSTM_GAN,1993
14712,train,LSTM_GAN,1492
14713,train,LSTM_GAN,2965
14714,train,LSTM_GAN,1430
14715,train,LSTM_GAN,625
14716,train,LSTM_GAN,313
14717,train,LSTM_GAN,1164
14718,train,LSTM_GAN,1382
14719,train,LSTM_GAN,768
14720,train,LSTM_GAN,1214
14721,train,LSTM_GAN,1134
14722,train,LSTM_GAN,1691
14723,train,LSTM_GAN,2480
14724,train,LSTM_GAN,1425
14725,train,LSTM_GAN,347
14726,train,LSTM_GAN,1303
14727,train,LSTM_GAN,1474
14728,train,LSTM_GAN,5563
14729,train,LSTM_GAN,2126
14730,train,LSTM_GAN,351
14731,train,LSTM_GAN,614
14732,train,LSTM_GAN,1196
14733,train,LSTM_GAN,3216
14734,train,LSTM_GAN,1953
14735,train,LSTM_GAN,740
14736,train,LSTM_GAN,2256
14737,train,LSTM_GAN,1254
14738,train,LSTM_GAN,2197
14739,train,LSTM_GAN,2345
14740,train,LSTM_GAN,1893
14741,train,LSTM_GAN,881
14742,train,LSTM_GAN,1672
14743,train,LSTM_GAN,1425
14744,train,LSTM_GAN,486
14745,train,LSTM_GAN,1668
14746,train,LSTM_GAN,1773
14747,train,LSTM_GAN,2656
14748,train,LSTM_GAN,1236
14749,train,LSTM_GAN,1903
14750,train,LSTM_GAN,2301
14751,train,LSTM_GAN,1710
14752,train,LSTM_GAN,2162
14753,train,LSTM_GAN,1410
14754,train,LSTM_GAN,1820
14755,train,LSTM_GAN,1185
14756,train,LSTM_GAN,1644
14757,train,LSTM_GAN,340
14758,train,LSTM_GAN,2725
14759,train,LSTM_GAN,3731
14760,train,LSTM_GAN,1699
14761,train,LSTM_GAN,1972
14762,train,LSTM_GAN,912
14763,train,LSTM_GAN,2024
14764,train,LSTM_GAN,1913
14765,train,LSTM_GAN,2765
14766,train,LSTM_GAN,2732
14767,train,LSTM_GAN,2422
14768,train,LSTM_GAN,1497
14769,train,LSTM_GAN,1306
14770,train,LSTM_GAN,2486
14771,train,LSTM_GAN,285
14772,train,LSTM_GAN,1809
14773,train,LSTM_GAN,1668
14774,train,LSTM_GAN,1118
14775,train,LSTM_GAN,955
14776,train,LSTM_GAN,3509
14777,train,LSTM_GAN,554
14778,train,LSTM_GAN,1120
14779,train,LSTM_GAN,1627
14780,train,LSTM_GAN,1186
14781,train,LSTM_GAN,527
14782,train,LSTM_GAN,952
14783,train,LSTM_GAN,1143
14784,train,LSTM_GAN,351
14785,train,LSTM_GAN,1304
14786,train,LSTM_GAN,3171
14787,train,LSTM_GAN,1199
14788,train,LSTM_GAN,783
14789,train,LSTM_GAN,524
14790,train,LSTM_GAN,2236
14791,train,LSTM_GAN,1255
14792,train,LSTM_GAN,972
14793,train,LSTM_GAN,2572
14794,train,LSTM_GAN,2525
14795,train,LSTM_GAN,806
14796,train,LSTM_GAN,2087
14797,train,LSTM_GAN,1465
14798,train,LSTM_GAN,1837
14799,train,LSTM_GAN,2902
14800,train,LSTM_GAN,853
14801,train,LSTM_GAN,1576
14802,train,LSTM_GAN,611
14803,train,LSTM_GAN,1916
14804,train,LSTM_GAN,461
14805,train,LSTM_GAN,1979
14806,train,LSTM_GAN,452
14807,train,LSTM_GAN,785
14808,train,LSTM_GAN,943
14809,train,LSTM_GAN,1405
14810,train,LSTM_GAN,2023
14811,train,LSTM_GAN,1216
14812,train,LSTM_GAN,2702
14813,train,LSTM_GAN,1681
14814,train,LSTM_GAN,2353
14815,train,LSTM_GAN,441
14816,train,LSTM_GAN,1100
14817,train,LSTM_GAN,2740
14818,train,LSTM_GAN,2143
14819,train,LSTM_GAN,1177
14820,train,LSTM_GAN,2427
14821,train,LSTM_GAN,1654
14822,train,LSTM_GAN,1786
14823,train,LSTM_GAN,1541
14824,train,LSTM_GAN,1330
14825,train,LSTM_GAN,1657
14826,train,LSTM_GAN,1759
14827,train,LSTM_GAN,1571
14828,train,LSTM_GAN,1316
14829,train,LSTM_GAN,691
14830,train,LSTM_GAN,4418
14831,train,LSTM_GAN,1652
14832,train,LSTM_GAN,511
14833,train,LSTM_GAN,996
14834,train,LSTM_GAN,1542
14835,train,LSTM_GAN,1793
14836,train,LSTM_GAN,3269
14837,train,LSTM_GAN,909
14838,train,LSTM_GAN,534
14839,train,LSTM_GAN,962
14840,train,LSTM_GAN,1393
14841,train,LSTM_GAN,1540
14842,train,LSTM_GAN,2258
14843,train,LSTM_GAN,397
14844,train,LSTM_GAN,2565
14845,train,LSTM_GAN,1450
14846,train,LSTM_GAN,357
14847,train,LSTM_GAN,3056
14848,train,LSTM_GAN,1988
14849,train,LSTM_GAN,1903
14850,train,LSTM_GAN,1223
14851,train,LSTM_GAN,250
14852,train,LSTM_GAN,1323
14853,train,LSTM_GAN,458
14854,train,LSTM_GAN,919
14855,train,LSTM_GAN,1414
14856,train,LSTM_GAN,1431
14857,train,LSTM_GAN,1008
14858,train,LSTM_GAN,513
14859,train,LSTM_GAN,1667
14860,train,LSTM_GAN,1260
14861,train,LSTM_GAN,1894
14862,train,LSTM_GAN,1743
14863,train,LSTM_GAN,1404
14864,train,LSTM_GAN,407
14865,train,LSTM_GAN,1916
14866,train,LSTM_GAN,1749
14867,train,LSTM_GAN,1927
14868,train,LSTM_GAN,2400
14869,train,LSTM_GAN,3899
14870,train,LSTM_GAN,2230
14871,train,LSTM_GAN,1463
14872,train,LSTM_GAN,992
14873,train,LSTM_GAN,1628
14874,train,LSTM_GAN,3881
14875,train,LSTM_GAN,832
14876,train,LSTM_GAN,2821
14877,train,LSTM_GAN,978
14878,train,LSTM_GAN,1290
14879,train,LSTM_GAN,3162
14880,train,LSTM_GAN,1519
14881,train,LSTM_GAN,2152
14882,train,LSTM_GAN,3192
14883,train,LSTM_GAN,1539
14884,train,LSTM_GAN,795
14885,train,LSTM_GAN,1320
14886,train,LSTM_GAN,798
14887,train,LSTM_GAN,1110
14888,train,LSTM_GAN,1942
14889,train,LSTM_GAN,3197
14890,train,LSTM_GAN,2401
14891,train,LSTM_GAN,358
14892,train,LSTM_GAN,1591
14893,train,LSTM_GAN,2627
14894,train,LSTM_GAN,1484
14895,train,LSTM_GAN,1633
14896,train,LSTM_GAN,248
14897,train,LSTM_GAN,593
14898,train,LSTM_GAN,420
14899,train,LSTM_GAN,1205
14900,train,LSTM_GAN,1927
14901,train,LSTM_GAN,1239
14902,train,LSTM_GAN,1214
14903,train,LSTM_GAN,731
14904,train,LSTM_GAN,1965
14905,train,LSTM_GAN,2405
14906,train,LSTM_GAN,1807
14907,train,LSTM_GAN,1961
14908,train,LSTM_GAN,2452
14909,train,LSTM_GAN,499
14910,train,LSTM_GAN,1297
14911,train,LSTM_GAN,1337
14912,train,LSTM_GAN,996
14913,train,LSTM_GAN,1165
14914,train,LSTM_GAN,758
14915,train,LSTM_GAN,746
14916,train,LSTM_GAN,995
14917,train,LSTM_GAN,1719
14918,train,LSTM_GAN,1363
14919,train,LSTM_GAN,1406
14920,train,LSTM_GAN,1412
14921,train,LSTM_GAN,2438
14922,train,LSTM_GAN,2544
14923,train,LSTM_GAN,471
14924,train,LSTM_GAN,2988
14925,train,LSTM_GAN,1397
14926,train,LSTM_GAN,2384
14927,train,LSTM_GAN,392
14928,train,LSTM_GAN,1097
14929,train,LSTM_GAN,1823
14930,train,LSTM_GAN,2438
14931,train,LSTM_GAN,3148
14932,train,LSTM_GAN,477
14933,train,LSTM_GAN,1205
14934,train,LSTM_GAN,2000
14935,train,LSTM_GAN,1679
14936,train,LSTM_GAN,2607
14937,train,LSTM_GAN,595
14938,train,LSTM_GAN,1120
14939,train,LSTM_GAN,1459
14940,train,LSTM_GAN,239
14941,train,LSTM_GAN,1989
14942,train,LSTM_GAN,1440
14943,train,LSTM_GAN,1950
14944,train,LSTM_GAN,2938
14945,train,LSTM_GAN,1076
14946,train,LSTM_GAN,2745
14947,train,LSTM_GAN,1346
14948,train,LSTM_GAN,371
14949,train,LSTM_GAN,1912
14950,train,LSTM_GAN,2216
14951,train,LSTM_GAN,947
14952,train,LSTM_GAN,2269
14953,train,LSTM_GAN,4565
14954,train,LSTM_GAN,495
14955,train,LSTM_GAN,3608
14956,train,LSTM_GAN,2246
14957,train,LSTM_GAN,1469
14958,train,LSTM_GAN,1785
14959,train,LSTM_GAN,2645
14960,train,LSTM_GAN,1289
14961,train,LSTM_GAN,627
14962,train,LSTM_GAN,534
14963,train,LSTM_GAN,1301
14964,train,LSTM_GAN,1629
14965,train,LSTM_GAN,1346
14966,train,LSTM_GAN,1798
14967,train,LSTM_GAN,1911
14968,train,LSTM_GAN,1983
14969,train,LSTM_GAN,329
14970,train,LSTM_GAN,1042
14971,train,LSTM_GAN,339
14972,train,LSTM_GAN,1543
14973,train,LSTM_GAN,761
14974,train,LSTM_GAN,1590
14975,train,LSTM_GAN,1679
14976,train,LSTM_GAN,2293
14977,train,LSTM_GAN,1659
14978,train,LSTM_GAN,1588
14979,train,LSTM_GAN,1918
14980,train,LSTM_GAN,494
14981,train,LSTM_GAN,1430
14982,train,LSTM_GAN,1765
14983,train,LSTM_GAN,1591
14984,train,LSTM_GAN,2336
14985,train,LSTM_GAN,1637
14986,train,LSTM_GAN,901
14987,train,LSTM_GAN,1734
14988,train,LSTM_GAN,1712
14989,train,LSTM_GAN,1504
14990,train,LSTM_GAN,1275
14991,train,LSTM_GAN,1378
14992,train,LSTM_GAN,321
14993,train,LSTM_GAN,2506
14994,train,LSTM_GAN,673
14995,train,LSTM_GAN,1803
14996,train,LSTM_GAN,757
14997,train,LSTM_GAN,999
14998,train,LSTM_GAN,536
14999,train,LSTM_GAN,1940
15000,train,LSTM_GAN,1037
15001,train,LSTM_GAN,1581
15002,train,LSTM_GAN,1198
15003,train,LSTM_GAN,1897
15004,train,LSTM_GAN,931
15005,train,LSTM_GAN,938
15006,train,LSTM_GAN,695
15007,train,LSTM_GAN,1011
15008,train,LSTM_GAN,1262
15009,train,LSTM_GAN,1344
15010,train,LSTM_GAN,820
15011,train,LSTM_GAN,677
15012,train,LSTM_GAN,875
15013,train,LSTM_GAN,2421
15014,train,LSTM_GAN,1495
15015,train,LSTM_GAN,1583
15016,train,LSTM_GAN,1069
15017,train,LSTM_GAN,559
15018,train,LSTM_GAN,1710
15019,train,LSTM_GAN,751
15020,train,LSTM_GAN,1375
15021,train,LSTM_GAN,1127
15022,train,LSTM_GAN,523
15023,train,LSTM_GAN,957
15024,train,LSTM_GAN,1480
15025,train,LSTM_GAN,1974
15026,train,LSTM_GAN,408
15027,train,LSTM_GAN,1133
15028,train,LSTM_GAN,304
15029,train,LSTM_GAN,1859
15030,train,LSTM_GAN,1417
15031,train,LSTM_GAN,2023
15032,train,LSTM_GAN,2292
15033,train,LSTM_GAN,1748
15034,train,LSTM_GAN,4329
15035,train,LSTM_GAN,1735
15036,train,LSTM_GAN,307
15037,train,LSTM_GAN,2229
15038,train,LSTM_GAN,1188
15039,train,LSTM_GAN,1588
15040,train,LSTM_GAN,523
15041,train,LSTM_GAN,591
15042,train,LSTM_GAN,1406
15043,train,LSTM_GAN,1506
15044,train,LSTM_GAN,1543
15045,train,LSTM_GAN,841
15046,train,LSTM_GAN,1562
15047,train,LSTM_GAN,1355
15048,train,LSTM_GAN,1590
15049,train,LSTM_GAN,1101
15050,train,LSTM_GAN,3009
15051,train,LSTM_GAN,1350
15052,train,LSTM_GAN,1105
15053,train,LSTM_GAN,1749
15054,train,LSTM_GAN,1694
15055,train,LSTM_GAN,1145
15056,train,LSTM_GAN,1257
15057,train,LSTM_GAN,1818
15058,train,LSTM_GAN,1920
15059,train,LSTM_GAN,1405
15060,train,LSTM_GAN,490
15061,train,LSTM_GAN,1781
15062,train,LSTM_GAN,1320
15063,train,LSTM_GAN,1954
15064,train,LSTM_GAN,2192
15065,train,LSTM_GAN,1305
15066,train,LSTM_GAN,2242
15067,train,LSTM_GAN,744
15068,train,LSTM_GAN,1598
15069,train,LSTM_GAN,2310
15070,train,LSTM_GAN,1591
15071,train,LSTM_GAN,1440
15072,train,LSTM_GAN,2286
15073,train,LSTM_GAN,2803
15074,train,LSTM_GAN,1137
15075,train,LSTM_GAN,2611
15076,train,LSTM_GAN,1231
15077,train,LSTM_GAN,2253
15078,train,LSTM_GAN,1857
15079,train,LSTM_GAN,471
15080,train,LSTM_GAN,1223
15081,train,LSTM_GAN,648
15082,train,LSTM_GAN,1181
15083,train,LSTM_GAN,309
15084,train,LSTM_GAN,528
15085,train,LSTM_GAN,1879
15086,train,LSTM_GAN,1149
15087,train,LSTM_GAN,568
15088,train,LSTM_GAN,1955
15089,train,LSTM_GAN,1339
15090,train,LSTM_GAN,1330
15091,train,LSTM_GAN,3138
15092,train,LSTM_GAN,481
15093,train,LSTM_GAN,1828
15094,train,LSTM_GAN,709
15095,train,LSTM_GAN,245
15096,train,LSTM_GAN,302
15097,train,LSTM_GAN,1225
15098,train,LSTM_GAN,2332
15099,train,LSTM_GAN,1361
15100,train,LSTM_GAN,1910
15101,train,LSTM_GAN,1978
15102,train,LSTM_GAN,1818
15103,train,LSTM_GAN,3076
15104,train,LSTM_GAN,253
15105,train,LSTM_GAN,1752
15106,train,LSTM_GAN,687
15107,train,LSTM_GAN,2119
15108,train,LSTM_GAN,1244
15109,train,LSTM_GAN,3085
15110,train,LSTM_GAN,1376
15111,train,LSTM_GAN,2190
15112,train,LSTM_GAN,1758
15113,train,LSTM_GAN,568
15114,train,LSTM_GAN,1421
15115,train,LSTM_GAN,542
15116,train,LSTM_GAN,1169
15117,train,LSTM_GAN,1730
15118,train,LSTM_GAN,1536
15119,train,LSTM_GAN,266
15120,train,LSTM_GAN,2126
15121,train,LSTM_GAN,1798
15122,train,LSTM_GAN,601
15123,train,LSTM_GAN,1379
15124,train,LSTM_GAN,336
15125,train,LSTM_GAN,562
15126,train,LSTM_GAN,1389
15127,train,LSTM_GAN,1262
15128,train,LSTM_GAN,1634
15129,train,LSTM_GAN,1626
15130,train,LSTM_GAN,2134
15131,train,LSTM_GAN,2353
15132,train,LSTM_GAN,786
15133,train,LSTM_GAN,1580
15134,train,LSTM_GAN,342
15135,train,LSTM_GAN,2972
15136,train,LSTM_GAN,1285
15137,train,LSTM_GAN,557
15138,train,LSTM_GAN,1522
15139,train,LSTM_GAN,657
15140,train,LSTM_GAN,1686
15141,train,LSTM_GAN,1679
15142,train,LSTM_GAN,2813
15143,train,LSTM_GAN,450
15144,train,LSTM_GAN,954
15145,train,LSTM_GAN,610
15146,train,LSTM_GAN,2629
15147,train,LSTM_GAN,462
15148,train,LSTM_GAN,2231
15149,train,LSTM_GAN,2737
15150,train,LSTM_GAN,524
15151,train,LSTM_GAN,1940
15152,train,LSTM_GAN,699
15153,train,LSTM_GAN,1129
15154,train,LSTM_GAN,2491
15155,train,LSTM_GAN,667
15156,train,LSTM_GAN,2049
15157,train,LSTM_GAN,1430
15158,train,LSTM_GAN,950
15159,train,LSTM_GAN,1685
15160,train,LSTM_GAN,2893
15161,train,LSTM_GAN,1841
15162,train,LSTM_GAN,1849
15163,train,LSTM_GAN,1504
15164,train,LSTM_GAN,1549
15165,train,LSTM_GAN,1589
15166,train,LSTM_GAN,2001
15167,train,LSTM_GAN,2802
15168,train,LSTM_GAN,2698
15169,train,LSTM_GAN,2934
15170,train,LSTM_GAN,901
15171,train,LSTM_GAN,679
15172,train,LSTM_GAN,1119
15173,train,LSTM_GAN,2205
15174,train,LSTM_GAN,937
15175,train,LSTM_GAN,1355
15176,train,LSTM_GAN,1552
15177,train,LSTM_GAN,691
15178,train,LSTM_GAN,434
15179,train,LSTM_GAN,529
15180,train,LSTM_GAN,2229
15181,train,LSTM_GAN,1759
15182,train,LSTM_GAN,950
15183,train,LSTM_GAN,2371
15184,train,LSTM_GAN,711
15185,train,LSTM_GAN,668
15186,train,LSTM_GAN,1977
15187,train,LSTM_GAN,2059
15188,train,LSTM_GAN,350
15189,train,LSTM_GAN,938
15190,train,LSTM_GAN,2439
15191,train,LSTM_GAN,876
15192,train,LSTM_GAN,1861
15193,train,LSTM_GAN,2192
15194,train,LSTM_GAN,2548
15195,train,LSTM_GAN,1584
15196,train,LSTM_GAN,1846
15197,train,LSTM_GAN,1233
15198,train,LSTM_GAN,923
15199,train,LSTM_GAN,2158
15200,train,LSTM_GAN,1621
15201,train,LSTM_GAN,342
15202,train,LSTM_GAN,941
15203,train,LSTM_GAN,1752
15204,train,LSTM_GAN,1555
15205,train,LSTM_GAN,1334
15206,train,LSTM_GAN,1808
15207,train,LSTM_GAN,1864
15208,train,LSTM_GAN,561
15209,train,LSTM_GAN,784
15210,train,LSTM_GAN,603
15211,train,LSTM_GAN,1741
15212,train,LSTM_GAN,1582
15213,train,LSTM_GAN,874
15214,train,LSTM_GAN,950
15215,train,LSTM_GAN,2013
15216,train,LSTM_GAN,1813
15217,train,LSTM_GAN,2203
15218,train,LSTM_GAN,1925
15219,train,LSTM_GAN,1289
15220,train,LSTM_GAN,1347
15221,train,LSTM_GAN,3032
15222,train,LSTM_GAN,287
15223,train,LSTM_GAN,1925
15224,train,LSTM_GAN,1983
15225,train,LSTM_GAN,2247
15226,train,LSTM_GAN,2043
15227,train,LSTM_GAN,776
15228,train,LSTM_GAN,1534
15229,train,LSTM_GAN,3242
15230,train,LSTM_GAN,1835
15231,train,LSTM_GAN,1269
15232,train,LSTM_GAN,1284
15233,train,LSTM_GAN,1210
15234,train,LSTM_GAN,1918
15235,train,LSTM_GAN,2067
15236,train,LSTM_GAN,1278
15237,train,LSTM_GAN,1752
15238,train,LSTM_GAN,1538
15239,train,LSTM_GAN,2259
15240,train,LSTM_GAN,1564
15241,train,LSTM_GAN,1764
15242,train,LSTM_GAN,1992
15243,train,LSTM_GAN,1379
15244,train,LSTM_GAN,4146
15245,train,LSTM_GAN,1622
15246,train,LSTM_GAN,240
15247,train,LSTM_GAN,838
15248,train,LSTM_GAN,1054
15249,train,LSTM_GAN,1621
15250,train,LSTM_GAN,1767
15251,train,LSTM_GAN,2036
15252,train,LSTM_GAN,1411
15253,train,LSTM_GAN,2600
15254,train,LSTM_GAN,1826
15255,train,LSTM_GAN,1948
15256,train,LSTM_GAN,2139
15257,train,LSTM_GAN,1698
15258,train,LSTM_GAN,1192
15259,train,LSTM_GAN,1110
15260,train,LSTM_GAN,1464
15261,train,LSTM_GAN,2129
15262,train,LSTM_GAN,1421
15263,train,LSTM_GAN,678
15264,train,LSTM_GAN,1293
15265,train,LSTM_GAN,621
15266,train,LSTM_GAN,2224
15267,train,LSTM_GAN,1835
15268,train,LSTM_GAN,2849
15269,train,LSTM_GAN,2643
15270,train,LSTM_GAN,980
15271,train,LSTM_GAN,482
15272,train,LSTM_GAN,362
15273,train,LSTM_GAN,1937
15274,train,LSTM_GAN,1455
15275,train,LSTM_GAN,1050
15276,train,LSTM_GAN,1066
15277,train,LSTM_GAN,2570
15278,train,LSTM_GAN,2244
15279,train,LSTM_GAN,2529
15280,train,LSTM_GAN,658
15281,train,LSTM_GAN,910
15282,train,LSTM_GAN,824
15283,train,LSTM_GAN,771
15284,train,LSTM_GAN,2011
15285,train,LSTM_GAN,277
15286,train,LSTM_GAN,738
15287,train,LSTM_GAN,277
15288,train,LSTM_GAN,1590
15289,train,LSTM_GAN,2405
15290,train,LSTM_GAN,2269
15291,train,LSTM_GAN,1675
15292,train,LSTM_GAN,2879
15293,train,LSTM_GAN,1286
15294,train,LSTM_GAN,2026
15295,train,LSTM_GAN,2104
15296,train,LSTM_GAN,1693
15297,train,LSTM_GAN,1578
15298,train,LSTM_GAN,1788
15299,train,LSTM_GAN,1492
15300,train,LSTM_GAN,2398
15301,train,LSTM_GAN,1454
15302,train,LSTM_GAN,2094
15303,train,LSTM_GAN,2521
15304,train,LSTM_GAN,2936
15305,train,LSTM_GAN,2156
15306,train,LSTM_GAN,1981
15307,train,LSTM_GAN,2952
15308,train,LSTM_GAN,728
15309,train,LSTM_GAN,1357
15310,train,LSTM_GAN,1053
15311,train,LSTM_GAN,3076
15312,train,LSTM_GAN,4452
15313,train,LSTM_GAN,1264
15314,train,LSTM_GAN,624
15315,train,LSTM_GAN,1114
15316,train,LSTM_GAN,1372
15317,train,LSTM_GAN,1604
15318,train,LSTM_GAN,1638
15319,train,LSTM_GAN,1444
15320,train,LSTM_GAN,1815
15321,train,LSTM_GAN,1353
15322,train,LSTM_GAN,2481
15323,train,LSTM_GAN,1941
15324,train,LSTM_GAN,1055
15325,train,LSTM_GAN,2112
15326,train,LSTM_GAN,1853
15327,train,LSTM_GAN,846
15328,train,LSTM_GAN,1991
15329,train,LSTM_GAN,1933
15330,train,LSTM_GAN,1893
15331,train,LSTM_GAN,2279
15332,train,LSTM_GAN,1580
15333,train,LSTM_GAN,472
15334,train,LSTM_GAN,1926
15335,train,LSTM_GAN,1575
15336,train,LSTM_GAN,1032
15337,train,LSTM_GAN,1769
15338,train,LSTM_GAN,288
15339,train,LSTM_GAN,2047
15340,train,LSTM_GAN,2335
15341,train,LSTM_GAN,1332
15342,train,LSTM_GAN,1362
15343,train,LSTM_GAN,1928
15344,train,LSTM_GAN,1382
15345,train,LSTM_GAN,3092
15346,train,LSTM_GAN,1309
15347,train,LSTM_GAN,1196
15348,train,LSTM_GAN,1800
15349,train,LSTM_GAN,1850
15350,train,LSTM_GAN,1557
15351,train,LSTM_GAN,2230
15352,train,LSTM_GAN,2219
15353,train,LSTM_GAN,1480
15354,train,LSTM_GAN,315
15355,train,LSTM_GAN,1878
15356,train,LSTM_GAN,1475
15357,train,LSTM_GAN,371
15358,train,LSTM_GAN,1780
15359,train,LSTM_GAN,938
15360,train,LSTM_GAN,1783
15361,train,LSTM_GAN,2228
15362,train,LSTM_GAN,1211
15363,train,LSTM_GAN,884
15364,train,LSTM_GAN,557
15365,train,LSTM_GAN,1883
15366,train,LSTM_GAN,2406
15367,train,LSTM_GAN,734
15368,train,LSTM_GAN,325
15369,train,LSTM_GAN,364
15370,train,LSTM_GAN,1275
15371,train,LSTM_GAN,1976
15372,train,LSTM_GAN,944
15373,train,LSTM_GAN,1180
15374,train,LSTM_GAN,436
15375,train,LSTM_GAN,1003
15376,train,LSTM_GAN,551
15377,train,LSTM_GAN,1282
15378,train,LSTM_GAN,883
15379,train,LSTM_GAN,2941
15380,train,LSTM_GAN,1089
15381,train,LSTM_GAN,2133
15382,train,LSTM_GAN,1435
15383,train,LSTM_GAN,825
15384,train,LSTM_GAN,1627
15385,train,LSTM_GAN,1674
15386,train,LSTM_GAN,1369
15387,train,LSTM_GAN,900
15388,train,LSTM_GAN,1292
15389,train,LSTM_GAN,1619
15390,train,LSTM_GAN,1435
15391,train,LSTM_GAN,2081
15392,train,LSTM_GAN,1745
15393,train,LSTM_GAN,1232
15394,train,LSTM_GAN,501
15395,train,LSTM_GAN,741
15396,train,LSTM_GAN,2032
15397,train,LSTM_GAN,1356
15398,train,LSTM_GAN,2067
15399,train,LSTM_GAN,893
15400,train,LSTM_GAN,1110
15401,train,LSTM_GAN,1346
15402,train,LSTM_GAN,1930
15403,train,LSTM_GAN,1456
15404,train,LSTM_GAN,1569
15405,train,LSTM_GAN,524
15406,train,LSTM_GAN,1823
15407,train,LSTM_GAN,2156
15408,train,LSTM_GAN,1732
15409,train,LSTM_GAN,1428
15410,train,LSTM_GAN,2428
15411,train,LSTM_GAN,1324
15412,train,LSTM_GAN,1257
15413,train,LSTM_GAN,597
15414,train,LSTM_GAN,1930
15415,train,LSTM_GAN,1137
15416,train,LSTM_GAN,1352
15417,train,LSTM_GAN,1212
15418,train,LSTM_GAN,1974
15419,train,LSTM_GAN,1186
15420,train,LSTM_GAN,1473
15421,train,LSTM_GAN,750
15422,train,LSTM_GAN,2147
15423,train,LSTM_GAN,1749
15424,train,LSTM_GAN,1996
15425,train,LSTM_GAN,1978
15426,train,LSTM_GAN,2490
15427,train,LSTM_GAN,1538
15428,train,LSTM_GAN,1086
15429,train,LSTM_GAN,1284
15430,train,LSTM_GAN,1415
15431,train,LSTM_GAN,2264
15432,train,LSTM_GAN,1662
15433,train,LSTM_GAN,242
15434,train,LSTM_GAN,1486
15435,train,LSTM_GAN,1941
15436,train,LSTM_GAN,3102
15437,train,LSTM_GAN,1829
15438,train,LSTM_GAN,1467
15439,train,LSTM_GAN,2254
15440,train,LSTM_GAN,940
15441,train,LSTM_GAN,1220
15442,train,LSTM_GAN,258
15443,train,LSTM_GAN,2156
15444,train,LSTM_GAN,1597
15445,train,LSTM_GAN,1467
15446,train,LSTM_GAN,2204
15447,train,LSTM_GAN,3344
15448,train,LSTM_GAN,607
15449,train,LSTM_GAN,2125
15450,train,LSTM_GAN,2896
15451,train,LSTM_GAN,360
15452,train,LSTM_GAN,1301
15453,train,LSTM_GAN,1303
15454,train,LSTM_GAN,1684
15455,train,LSTM_GAN,1962
15456,train,LSTM_GAN,3821
15457,train,LSTM_GAN,273
15458,train,LSTM_GAN,1214
15459,train,LSTM_GAN,1503
15460,train,LSTM_GAN,2917
15461,train,LSTM_GAN,364
15462,train,LSTM_GAN,3080
15463,train,LSTM_GAN,1812
15464,train,LSTM_GAN,1982
15465,train,LSTM_GAN,2441
15466,train,LSTM_GAN,2237
15467,train,LSTM_GAN,3237
15468,train,LSTM_GAN,2012
15469,train,LSTM_GAN,1757
15470,train,LSTM_GAN,356
15471,train,LSTM_GAN,393
15472,train,LSTM_GAN,1611
15473,train,LSTM_GAN,1301
15474,train,LSTM_GAN,3014
